prophage	host	active	CohenD	prophage-host_ratio	mean_difference	prophage_len	prophage_mean_cov	prophage_median_cov	prophage_sd_cov	prophage_cov_breadth	host_len	host_mean_cov	host_median_cov	host_sd_cov
A15_2-k141_144305_frag_1	A15_2-k141_144305	dormant	0.07479966405899005	0.0058637829124126815	0.0058637829124126815	297910	0.0058637829124126815	0.0	0.11086468670508609	0.004031418884898124	6359	0.0	0.0	0.0
C1_2-k141_185643_frag_1	C1_2-k141_185643	dormant	0.04072616337511938	0.0	-0.0008286230061258915	59608	0.0	0.0	0.0	0.0	135164	0.0008286230061258915	0.0	0.028773883819203847
C3_2-k141_166963_frag_1	C3_2-k141_166963	dormant	0.03267472200837721	0.0	-0.000533533918762901	59270	0.0	0.0	0.0	0.0	114332	0.000533533918762901	0.0	0.02309219046170038
A8_2-k141_11335_frag_1	A8_2-k141_11335	dormant	0.7242299577372018	0.06343395955594233	-0.6885123627185812	43617	0.04663319347960657	0.0	0.303707217971042	0.02700781805259417	129675	0.7351455561981878	0.0	1.3097153662834837
C13_2-k141_186049_frag_1	C13_2-k141_186049	dormant	0.34405092106205853	44.17278021394065	0.07467784846474322	78343	0.07640759225457285	0.0	0.30413595781574027	0.06544298788660123	76890	0.0017297437898296268	0.0	0.041554202871073705
C8_2-k141_7661_frag_1	C8_2-k141_7661	dormant	0.6645466182845531	45.15764542455287	0.36247814616537893	55818	0.37068687520154786	0.0	0.763183224543812	0.2474291447203411	79184	0.008208729036168923	0.0	0.11219041089687112
C21_2-k141_186182_frag_1	C21_2-k141_186182	dormant	0.040509990172567	0.0	-0.0008198569349648486	61230	0.0	0.0	0.0	0.0	48789	0.0008198569349648486	0.0	0.028621404046108516
C9_2-k141_59097_frag_1	C9_2-k141_59097	dormant	0.0759288395130917	0.0	-0.002874308868440488	59604	0.0	0.0	0.0	0.0	50099	0.002874308868440488	0.0	0.053535476246768285
B1_2-k141_70933_frag_1	B1_2-k141_70933	dormant	0.05949361929098151	1.061082625214368	0.09813977214844538	71900	1.7048122392211404	1.0	1.5873409811177568	0.7498609179415855	33331	1.606672467072695	1.0	1.709563939699751
C15_2-k141_26808_frag_1	C15_2-k141_26808	dormant	0.5703361484362112	45.318012825611596	0.20833799851497123	54084	0.21303897640707048	0.0	0.5108352798303872	0.17154796242881443	45097	0.004700977892099252	0.0	0.07694573701012407
C19_2-k141_56003_frag_1	C19_2-k141_56003	dormant	0.12621594208187334	0.10336719192511068	-0.025456600539171512	49749	0.0029347323564292748	0.0	0.05409361979406787	0.0029347323564292748	38075	0.028391332895600786	0.0	0.2800576326177657
D17_2-k141_24953_frag_1	D17_2-k141_24953	dormant	0.0	0.0	0.0	37699	0.0	0.0	0.0	0.0	47087	0.0	0.0	0.0
C5_2-k141_27383_frag_1	C5_2-k141_27383	dormant	0.2772642759433315	0.23280175741513656	-0.17697101083007752	47895	0.05370080384173714	0.0	0.30821584083499887	0.037352542018999894	32375	0.23067181467181466	0.0	0.8484069630311233
C15_1-k141_200213_frag_1	C15_1-k141_200213	dormant	1.1337415724498936	0.0	-1.0541023053636576	50039	0.0	0.0	0.0	0.0	12883	1.0541023053636576	1.0	1.314872641701523
G11_1-k141_21281_frag_1	G11_1-k141_21281	dormant	1.2008576539198763	0.11634179381890644	-2.014499688756491	42341	0.26522755721404784	0.0	1.042149141760105	0.0824732528754635	485859	2.279727245970539	2.0	2.1312621556189124
G19_2-k141_91063_frag_1	G19_2-k141_91063	dormant	0.028061660392226066	0.0	-0.007341012771239126	79180	0.0	0.0	0.0	0.0	367388	0.007341012771239126	0.0	0.3699624212370745
E8_2-k141_30287_frag_1	E8_2-k141_30287	dormant	0.2887638227652801	0.037115840592296195	-0.07154031486664122	52944	0.0027576307041402236	0.0	0.05244069199618093	0.0027576307041402236	281246	0.07429794557078145	0.0	0.3464201695802771
G9_1-k141_20941_frag_1	G9_1-k141_20941	dormant	0.7999363681313403	0.17652874858098033	-1.0479635731131582	38023	0.22465349919785393	0.0	0.8715614928761785	0.08160850011834941	232634	1.2726170723110122	1.0	1.6348969363883024
G23_2-k141_15726_frag_1	G23_2-k141_15726	dormant	0.4042545879201417	3.383393558892236	0.22099230426748606	52924	0.3137140049882851	0.0	0.6817531536721487	0.21619681052074674	186321	0.09272170072079905	0.0	0.36455510418928727
F15_1-k141_18938_frag_1	F15_1-k141_18938	dormant	1.3027761561265836	0.0	-1.6615989149722041	50836	0.0	0.0	0.0	0.0	186539	1.6615989149722041	1.0	1.8037294509324655
G21_2-k141_64466_frag_1	G21_2-k141_64466	dormant	0.08437339295355915	0.0	-0.0054225269496982415	126005	0.0	0.0	0.0	0.0	76717	0.0054225269496982415	0.0	0.09088897442844125
F17_1-k141_16726_frag_1	F17_1-k141_16726	dormant	0.025107399711454592	0.7061189544663787	-0.0027829026951117896	42174	0.006686584151372884	0.0	0.08149769164681829	0.006686584151372884	153229	0.009469486846484673	0.0	0.1338996309343128
H23_2-k141_46560_frag_1	H23_2-k141_46560	dormant	0.0	0.0	0.0	73543	0.0	0.0	0.0	0.0	114906	0.0	0.0	0.0
G9_2-k141_108738_frag_1	G9_2-k141_108738	dormant	0.06036665354781931	0.09173046086919641	-0.00755545750107843	64215	0.0007630615899711905	0.0	0.027613028211014357	0.0007630615899711905	103504	0.008318519091049621	0.0	0.1748350633604661
F17_2-k141_4843_frag_1	F17_2-k141_4843	dormant	0.2546323947798864	0.0	-0.04886321427873243	57384	0.0	0.0	0.0	0.0	102306	0.04886321427873243	0.0	0.27138346004192143
F17_2-k141_6699_frag_1	F17_2-k141_6699	dormant	0.33097806760784804	0.13108084048664434	-0.15922264525820318	79019	0.024019539604398944	0.0	0.22051398566091546	0.015831635429453674	74055	0.18324218486260213	0.0	0.6436028362124879
G10_2-k141_91595_frag_1	G10_2-k141_91595	dormant	0.11531119515535745	0.0	-0.006604427412450569	101641	0.0	0.0	0.0	0.0	49058	0.006604427412450569	0.0	0.08099882067662616
E23_2-k141_90385_frag_1	E23_2-k141_90385	dormant	0.1390639819627386	0.0	-0.012845266218426313	49072	0.0	0.0	0.0	0.0	88048	0.012845266218426313	0.0	0.13063015629207939
E17_1-k141_28919_frag_1	E17_1-k141_28919	dormant	0.21091078957115694	0.31004423614536225	-0.8261417665893169	103011	0.3712419062041918	0.0	2.1900352619931094	0.05051887662482647	24156	1.1973836727935088	0.0	5.088205562279782
G10_2-k141_100921_frag_1	G10_2-k141_100921	dormant	0.05657386756078493	0.0	-0.002310114475736441	48095	0.0	0.0	0.0	0.0	67962	0.002310114475736441	0.0	0.05774742585365431
H11_2-k141_40405_frag_1	H11_2-k141_40405	dormant	0.4813788123186804	0.39758044487554933	-1.0304960826659952	60450	0.6800992555831266	0.0	1.793166697688273	0.18491315136476427	20207	1.7105953382491217	1.0	2.439240998058971
E2_2-k141_63926_frag_1	E2_2-k141_63926	dormant	0.8961514083330856	0.2841382920434299	-11.30632884464649	66660	4.487683768376837	0.0	9.238910599871991	0.3004350435043504	13161	15.794012613023327	12.0	15.264226936844205
G21_2-k141_64191_frag_1	G21_2-k141_64191	dormant	0.06903184695796043	0.0	-0.0023770341927226183	55223	0.0	0.0	0.0	0.0	21876	0.0023770341927226183	0.0	0.04869685720012828
G20_2-k141_28693_frag_1	G20_2-k141_28693	dormant	0.39859803143056877	0.6643619395879254	-0.6131811904764441	61526	1.2137307804830477	1.0	1.2879321816883575	0.6473523388486169	12121	1.8269119709594919	1.0	1.7533510366412564
I8_2-k141_50871_frag_1	I8_2-k141_50871	dormant	0.0	0.0	0.0	35123	0.0	0.0	0.0	0.0	298565	0.0	0.0	0.0
I1_2-k141_109066_frag_1	I1_2-k141_109066	dormant	0.0370081015419096	0.0	-0.0006843311600350602	59608	0.0	0.0	0.0	0.0	213347	0.0006843311600350602	0.0	0.026150771516342892
I4_2-k141_104898_frag_1	I4_2-k141_104898	dormant	0.07061501641583189	0.0	-0.007377695746095905	60476	0.0	0.0	0.0	0.0	193963	0.007377695746095905	0.0	0.14775380524944404
K13_1-k141_27370_frag_1	K13_1-k141_27370	dormant	0.47100756140133654	0.0	-0.15713352236263287	63399	0.0	0.0	0.0	0.0	171402	0.15713352236263287	0.0	0.471797857697961
J21_2-k141_34905_frag_1	J21_2-k141_34905	dormant	0.278690228002476	1.2503159706214693	0.5315378051531559	41247	2.655005212500303	2.0	1.938446719011357	0.8916769704463355	172094	2.1234674073471473	2.0	1.8755772634812808
I4_2-k141_77277_frag_1	I4_2-k141_77277	dormant	0.07265459659105837	0.0	-0.003548013883532588	101642	0.0	0.0	0.0	0.0	51860	0.003548013883532588	0.0	0.0690616917443231
K3_1-k141_16809_frag_1	K3_1-k141_16809	dormant	0.34847828663800207	0.020545912501954266	-0.6840131938369907	96735	0.014348477800175738	0.0	0.30236715880218396	0.0030702434485966818	25819	0.6983616716371664	0.0	2.7593826620984947
M1_1-k141_8847_frag_1	M1_1-k141_8847	dormant	0.6943554034049086	0.19675107745978043	-0.9105295244516444	42703	0.22302882701449547	0.0	0.8094568073489765	0.09898601971758425	525291	1.1335583514661398	0.0	1.6685190556912544
