sample_id,Strain_Name,Read_Fraction,Percent_Coverage,Coverage_Depth
121818-SC-Day1,Acidaminococcus-fermentans-DSM-20731,0.0529804376870559,52.04108218454276,3.3252060612017758
121818-SC-Day1,Acidaminococcus-sp-D21-MAF-1,0.39117594317960075,98.23145147272699,23.72568311782036
121818-SC-Day1,Adlercreutzia-equolifaciens-DSM-19450,0.009414867304637253,9.02409270693087,0.4856263314289547
121818-SC-Day1,Akkermansia-muciniphila-ATCC-BAA-835,0.3434350718713971,97.72970404286322,18.86839392786012
121818-SC-Day1,Alistipes-finegoldii-DSM-17242,5.307867773996547,99.9889401829931,201.76520276286547
121818-SC-Day1,Alistipes-ihumii-AP11,0.28016942766427677,93.8627911472203,14.942897205159793
121818-SC-Day1,Alistipes-indistinctus-YIT-12060-DSM-22520-MAF-1,4.242040036241459,99.99922702136548,219.7566768664711
121818-SC-Day1,Alistipes-onderdonkii-DSM-19147-MAF-1,4.948553832335823,99.93918467829425,181.61510499248936
121818-SC-Day1,Alistipes-putredinis-DSM-17216-MAF-1,3.2810058400881804e-4,2.3487543964836886,0.5015403192747971
121818-SC-Day1,Alistipes-senegalensis-JC50-DSM-25460-MAF-1,1.98026032960497,99.90875069130156,72.36938809257721
121818-SC-Day1,Alistipes-shahii-WAL-8301-DSM-19121-MAF-1,0.5931008683742821,98.61094712233998,25.142144869129787
121818-SC-Day1,Anaerostipes-caccae-DSM-14662-MAF-1,0.04054670282019648,32.45838786536461,1.5787448124657426
121818-SC-Day1,Anaerotruncus-colihominis-DSM-17241-MAF-1,0.3424861645160758,93.41130052971656,13.439195888592694
121818-SC-Day1,Bacteroides-caccae-ATCC-43185,2.398856356407689,99.85004865477542,76.6209650601317
121818-SC-Day1,Bacteroides-cellulosilyticus-DSM-14838-MAF-1,6.529073643543919,99.97695749882944,51.29380413401944
121818-SC-Day1,Bacteroides-coprocola-DSM-17136,0.45385851372402836,94.44780223421827,16.406819628396157
121818-SC-Day1,Bacteroides-coprophilus-DSM-18228,2.1856229444428226,95.04743778553727,74.97274331535982
121818-SC-Day1,Bacteroides-dorei-5-1-36-MAF-1,1.2163841123134673,99.3193402755788,22.430112819028146
121818-SC-Day1,Bacteroides-dorei-DSM-17855-MAF-1,1.38341029101015,99.45576781359956,24.277008165657694
121818-SC-Day1,Bacteroides-eggerthii-DSM-20697-MAF-1,1.5523423854795335,99.62076315716232,53.42502862391203
121818-SC-Day1,Bacteroides-finegoldii-DSM-17565-MAF-1,2.471956551021724,99.8682607391684,70.28885438509568
121818-SC-Day1,Bacteroides-fragilis-3-1-12-MAF-1,2.8762990915520823,99.81527729606842,73.32710976921078
121818-SC-Day1,Bacteroides-intestinalis-DSM-17393,3.1066228920081946,99.9239169440683,72.3442390670053
121818-SC-Day1,Bacteroides-ovatus-ATCC-8483-MAF-1,2.2331668300474643,99.8085516807474,45.63596357223308
121818-SC-Day1,Bacteroides-pectinophilus-ATCC-43243-MAF-1,0.36238407623914176,49.11516979592965,8.670289681821007
121818-SC-Day1,Bacteroides-plebeius-DSM-17135-MAF-1,1.7166292014596065,99.12864311277647,55.882363783324145
121818-SC-Day1,Bacteroides-rodentium-DSM-26882-MAF-1,2.791659524700624,99.32360988312297,32.91716773331485
121818-SC-Day1,Bacteroides-sp-1-1-6-MAF-1,2.630690858101076,99.79915197831008,44.73245811532473
121818-SC-Day1,Bacteroides-sp-2-1-16-MAF-1,2.6083150432200397,99.85561716961423,70.68660543027958
121818-SC-Day1,Bacteroides-sp-2-1-22,1.9840437611062547,98.1617982633515,41.72094398365821
121818-SC-Day1,Bacteroides-sp-3-1-19-MAF-1,2.665632336280457,99.18918962073299,22.435478227938912
121818-SC-Day1,Bacteroides-sp-9-1-42FAA-MAF-1,0.445309806019982,98.96896624243394,12.738962822957264
121818-SC-Day1,Bacteroides-sp-D2-MAF-1,1.7488781068927328,99.3481790024414,33.8573433910758
121818-SC-Day1,Bacteroides-stercoris-ATCC-43183-MAF-1,1.9050126007344756,99.90552605681208,67.74826240383813
121818-SC-Day1,Bacteroides-thetaiotaomicron-VPI-5482,3.2267138892507323,99.84496454141872,52.8977921151988
121818-SC-Day1,Bacteroides-uniformis-ATCC-8492-MAF-1,3.659316201455538e-4,11.549716206602286,1.231626130110488
121818-SC-Day1,Bacteroides-vulgatus-ATCC-8482,1.259081209218816,99.15740059099134,12.007988667468885
121818-SC-Day1,Bacteroides-xylanisolvens-DSMZ-18836-1,2.213434210806655,96.66201204957376,45.91469115960205
121818-SC-Day1,Bifidobacterium-breve-DSM-20213,0.03593336690582477,37.794982407360486,2.3680463908099663
121818-SC-Day1,Bifidobacterium-catenulatum-DSM-16992,0.06271674143625337,59.742922061528475,4.402070184296894
121818-SC-Day1,Bifidobacterium-pseudocatenulatum-DSM-20438,0.022330063873530707,26.45097659559019,1.4330429536095484
121818-SC-Day1,Bilophila-wadsworthia-ATCC-49260,0.012580943340936275,7.597352477366091,0.4008628118006877
121818-SC-Day1,Blautia-hansenii-DSM-20583,0.018511722946944243,20.480848040733367,0.8993389720736216
121818-SC-Day1,Blautia-sp-KLE-1732-HM-1032-MAF-1,0.031489407980822406,27.59685719509226,1.4490676988554303
121818-SC-Day1,Blautia-wexlerae-DSM-19850,0.15181650467076804,66.67364612546878,4.8193814395488666
121818-SC-Day1,Bryantella-formatexigens-DSM-14469,2.7792157447896352e-5,0.04308677148183321,0.001043535225633991
121818-SC-Day1,Burkholderiales-bacterium-1-1-47,0.061252211349648686,51.16560785614687,3.398684617305047
121818-SC-Day1,Butyricimonas-virosa-DSM-23226-MAF-1,3.68759983332841,99.93025608848069,112.71990219362466
121818-SC-Day1,Butyrivibrio-crossotus-DSM-2876-MAF-1,0.018976947642396144,64.05177420806612,8.48656388524109
121818-SC-Day1,Catenibacterium-mitsuokai-MAF-DSM-15897,0.020513303747381317,25.737417157070645,1.1149907403075092
121818-SC-Day1,Clostridiales-bacterium-VE202-03,0.052170386178929766,31.160019452059473,1.9131581976817733
121818-SC-Day1,Clostridiales-bacterium-VE202-14,0.10847536175394014,67.77131224698293,4.978827433145628
121818-SC-Day1,Clostridiales-bacterium-VE202-27-MAF-1,0.08018073119826385,32.17687913602475,1.694272115944379
121818-SC-Day1,Clostridium-asparagiforme-DSM-15981-MAF-1,0.6137701751653886,94.22307742441077,14.216933480211924
121818-SC-Day1,Clostridium-bartlettii-DSM-16795,0.01019570382057879,12.936167005803,0.4741946857874961
